,index,amt,merchant_1,merchant_2,category,year,city_pop,is_fraud
1288393,1288393,766.4,615,119,12,1978,1988,1
647801,647801,736.56,275,170,8,1961,1577385,1
86056,86056,815.48,262,-1,12,1980,134056,1
1239072,1239072,312.81,312,-1,4,1993,641,1
673232,673232,1055.09,28,53,11,1945,348,1
1065797,1065797,49.14,104,71,9,1967,137,1
923324,923324,938.89,266,-1,8,1978,168,1
969465,969465,833.54,331,-1,12,1990,137,1
249298,249298,50.21,629,49,9,1964,1038,1
667778,667778,13.62,22,-1,2,1981,2644,1
841689,841689,293.71,418,59,4,1974,1480,1
858859,858859,17.02,259,171,5,2003,1512,1
356615,356615,826.66,96,-1,12,1993,30770,1
1091353,1091353,940.94,66,-1,11,1966,47772,1
953279,953279,787.72,567,46,11,1972,811,1
689609,689609,329.2,138,-1,4,1991,8830,1
813574,813574,975.61,267,-1,11,1999,1888,1
713379,713379,259.83,566,-1,4,1961,38912,1
1027511,1027511,20.41,430,-1,7,1988,606,1
64752,64752,8.31,270,79,2,1939,151022,1
900537,900537,883.7,166,-1,9,1983,106,1
1295399,1295399,977.01,280,-1,11,1986,105638,1
62980,62980,994.77,352,24,11,1952,254,1
641458,641458,7.59,589,-1,9,1948,4993,1
852861,852861,1116.59,197,147,11,1949,1263321,1
208231,208231,289.11,253,-1,4,1976,2142,1
1168403,1168403,985.65,462,-1,11,1993,608,1
1168147,1168147,248.5,412,207,6,1995,899,1
427386,427386,866.19,197,147,11,1969,4533,1
1131403,1131403,9.36,111,-1,2,1988,4573,1
713163,713163,281.59,545,-1,6,1986,11432,1
1231021,1231021,309.71,312,-1,4,1956,70,1
951757,951757,359.01,418,59,4,1972,811,1
237789,237789,20.3,197,102,2,1965,129,1
439139,439139,327.9,447,-1,4,1937,1252,1
568431,568431,469.22,426,91,0,1972,54287,1
16750,16750,685.63,59,-1,8,1950,276002,1
888257,888257,765.93,561,106,8,1952,4984,1
904560,904560,764.95,14,182,12,1973,1749,1
1005468,1005468,714.34,424,-1,8,1995,917,1
550947,550947,283.28,184,113,4,1998,19803,1
667341,667341,1041.65,352,24,11,1956,732,1
104055,104055,243.17,636,-1,6,1972,1526206,1
522315,522315,875.2,615,119,12,1982,143,1
1033459,1033459,876.6,28,189,12,1974,381459,1
1023310,1023310,752.36,405,-1,8,1974,177,1
1099123,1099123,980.49,66,-1,11,1936,3994,1
427425,427425,982.62,288,-1,11,1969,4533,1
138376,138376,276.21,293,-1,4,1969,1656,1
730967,730967,785.4,38,-1,12,1974,824,1
669357,669357,8.38,585,-1,9,1981,2644,1
936808,936808,9.79,551,-1,9,1968,156391,1
1180179,1180179,740.56,644,-1,8,1972,18408,1
392746,392746,296.82,312,-1,4,1991,33804,1
286913,286913,1030.02,558,103,11,1988,477,1
590746,590746,743.47,505,-1,8,1945,4005,1
1161449,1161449,324.0,601,-1,4,1939,223,1
331197,331197,21.34,353,-1,10,1947,5726,1
1176885,1176885,876.79,38,-1,12,1962,7339,1
283955,283955,11.83,82,-1,3,1997,3224,1
1099326,1099326,287.29,311,-1,4,1971,22930,1
774903,774903,718.38,589,-1,9,1976,313,1
1024704,1024704,16.81,355,-1,7,1974,177,1
695342,695342,989.01,576,-1,11,1932,84861,1
601821,601821,406.48,357,-1,0,1963,192805,1
657187,657187,282.04,58,-1,4,1982,639,1
652742,652742,804.06,618,-1,8,1997,230,1
356794,356794,363.09,293,-1,4,1971,2379,1
603755,603755,321.67,27,-1,4,1941,172817,1
24201,24201,305.14,328,-1,4,1960,205,1
157849,157849,315.55,293,-1,4,1938,389246,1
110272,110272,346.75,423,-1,4,1991,520,1
1142295,1142295,748.8,424,-1,8,1968,215,1
246579,246579,820.32,196,8,8,1961,736284,1
518899,518899,666.73,424,-1,8,1986,2206,1
1168301,1168301,374.57,317,44,4,1993,608,1
622471,622471,7.79,515,131,2,1963,9165,1
541988,541988,282.9,536,13,4,1938,4081,1
324748,324748,957.11,64,-1,11,2000,782,1
1170190,1170190,20.79,495,-1,10,1943,7511,1
392480,392480,314.13,253,-1,4,1945,2290,1
635674,635674,852.79,28,93,12,1995,518429,1
1223171,1223171,363.85,18,-1,4,1965,277,1
1054816,1054816,935.15,521,9,11,1968,64438,1
577977,577977,914.9,191,-1,11,1979,757530,1
368345,368345,247.47,568,-1,6,1984,144160,1
211228,211228,1173.4,179,-1,11,1984,79008,1
471255,471255,972.44,197,147,11,1965,804,1
858968,858968,1098.32,329,-1,11,1949,1263321,1
265353,265353,580.32,137,-1,0,1976,641349,1
290467,290467,320.76,254,72,4,1994,95,1
154186,154186,745.25,287,-1,8,1963,1087,1
76854,76854,322.44,27,-1,4,1969,4138,1
1132835,1132835,1112.78,164,-1,11,1988,4573,1
95778,95778,9.89,53,-1,13,1996,121,1
978565,978565,7.77,181,-1,9,1959,1263321,1
967023,967023,809.88,396,-1,8,1953,136,1
1170689,1170689,948.82,223,212,11,2000,28425,1
69517,69517,716.52,412,43,8,1968,4299,1
309039,309039,1121.83,66,-1,11,1962,1766,1
676337,676337,8.56,488,148,13,1976,3684,1
641218,641218,10.23,593,-1,13,1991,4575,1
689199,689199,51.28,130,-1,9,1949,1274,1
1163909,1163909,813.13,482,-1,11,1955,207,1
765794,765794,292.59,317,44,4,1995,3228,1
362832,362832,658.74,550,-1,0,1961,628,1
398178,398178,325.5,469,-1,4,1954,969,1
214736,214736,1089.5,558,103,11,1976,1022298,1
74052,74052,935.83,527,-1,8,1973,110,1
628633,628633,140.88,194,84,1,1970,911,1
563855,563855,320.88,447,-1,4,1955,1126,1
148059,148059,323.61,517,-1,4,1927,16305,1
862253,862253,1064.31,437,180,12,2000,111,1
1213964,1213964,12.87,218,-1,2,1936,135332,1
921847,921847,1115.07,524,-1,11,1976,1645,1
55414,55414,981.32,191,-1,11,1943,10150,1
24071,24071,964.77,224,-1,11,1982,4729,1
1215645,1215645,8.48,556,-1,9,1936,135332,1
691996,691996,750.81,333,-1,8,1960,1506,1
684300,684300,323.67,440,123,4,1964,7987,1
173324,173324,875.12,598,-1,12,1964,2317,1
1069848,1069848,860.58,494,206,8,1983,229,1
462785,462785,841.98,323,-1,12,1944,1165,1
941429,941429,11.4,22,-1,2,1934,68211,1
469027,469027,864.26,20,-1,12,1943,258,1
981314,981314,124.99,481,203,1,1974,71485,1
900447,900447,913.18,252,-1,12,1983,106,1
364830,364830,570.47,532,80,0,1984,144160,1
240024,240024,348.39,418,59,4,1961,1132,1
841410,841410,125.89,528,81,1,1984,2263,1
328741,328741,107.33,315,134,1,1972,213,1
1142707,1142707,13.2,276,142,3,1968,215,1
1168175,1168175,1129.57,576,-1,11,2000,28425,1
588100,588100,277.54,440,123,4,1961,4424,1
1014820,1014820,48.98,67,193,10,1967,1628,1
991203,991203,6.26,97,-1,2,1964,6581,1
783516,783516,49.9,233,-1,9,1963,298,1
4727,4727,1092.68,366,-1,11,1988,885,1
584468,584468,8.02,218,-1,2,1981,5848,1
600151,600151,306.9,512,-1,4,1972,1261,1
713206,713206,734.87,167,-1,8,1961,38912,1
326764,326764,22.31,608,-1,7,1972,213,1
1290409,1290409,956.44,280,-1,11,1946,642,1
118032,118032,17.17,495,-1,10,1973,302,1
286908,286908,7.73,77,-1,9,1988,477,1
1248615,1248615,1091.97,288,-1,11,1967,13835,1
1078509,1078509,747.72,558,103,11,1987,737,1
249074,249074,642.16,230,196,8,1973,631,1
23952,23952,690.81,285,37,8,1993,238602,1
52587,52587,840.58,76,-1,9,1977,399,1
649637,649637,863.13,115,-1,8,1962,6629,1
409869,409869,24.09,332,-1,5,1974,100,1
1039293,1039293,22.22,229,-1,2,1929,1146,1
157624,157624,8.45,478,83,2,1938,389246,1
1293015,1293015,352.67,312,-1,4,1969,23,1
511162,511162,291.59,12,-1,4,1998,4159,1
669939,669939,969.7,557,-1,11,1956,732,1
869771,869771,280.91,395,-1,4,1968,333497,1
720994,720994,143.54,234,173,1,1970,28425,1
1118784,1118784,103.9,528,81,1,1928,3066,1
17222,17222,11.48,438,15,2,1946,2518,1
117085,117085,948.2,209,105,12,1954,27829,1
474510,474510,1006.25,8,-1,11,1968,2470,1
1027396,1027396,1037.39,187,38,11,1971,31515,1
384625,384625,351.52,634,-1,4,1984,21134,1
209208,209208,1094.57,100,-1,11,1984,79008,1
26509,26509,310.76,184,113,4,1997,4653,1
138720,138720,381.39,292,-1,4,1985,94014,1
662250,662250,10.16,542,-1,3,1949,237282,1
245097,245097,325.92,407,162,4,1970,190,1
945394,945394,852.03,163,127,8,1959,6460,1
1177164,1177164,293.11,186,-1,4,1962,7339,1
265303,265303,494.73,428,-1,0,1976,641349,1
903779,903779,22.52,35,-1,7,1976,190249,1
865233,865233,790.34,524,-1,11,1990,194500,1
1022034,1022034,300.31,293,-1,4,1974,177,1
1173042,1173042,627.95,230,196,8,1955,4677,1
99161,99161,23.01,530,-1,7,1941,36784,1
116270,116270,18.9,403,172,7,1979,172247,1
541788,541788,21.69,599,-1,7,1992,123373,1
983809,983809,335.13,374,205,4,1961,2158,1
1066067,1066067,307.1,535,184,4,2004,163415,1
7509,7509,1177.79,187,38,11,1954,602,1
197547,197547,17.72,113,-1,2,1932,800,1
4644,4644,707.5,275,170,8,1941,1472,1
518976,518976,7.28,472,161,2,1982,143,1
1088912,1088912,7.31,438,15,2,1946,1417793,1
160405,160405,18.2,209,10,5,1972,271,1
64624,64624,935.13,347,195,11,1961,16955,1
802870,802870,7.78,215,-1,2,1946,12866,1
506403,506403,1120.05,64,-1,11,1951,427,1
943337,943337,7.13,450,-1,2,1984,467,1
1110435,1110435,970.89,476,101,11,1964,4046,1
599094,599094,844.23,230,196,8,1949,98816,1
113300,113300,11.01,90,-1,3,1946,673342,1
89977,89977,961.2,66,-1,11,1966,3764,1
1014670,1014670,22.44,214,-1,7,1958,12568,1
999563,999563,313.89,89,-1,4,1948,3699,1
1288686,1288686,23.65,40,-1,2,1955,1312,1
930052,930052,270.5,42,-1,6,1970,1412,1
435467,435467,434.55,199,-1,0,1989,1102,1
1102174,1102174,771.85,285,37,8,1950,104396,1
415698,415698,844.55,59,-1,8,1970,1304,1
1123519,1123519,324.71,328,-1,4,1992,86954,1
274420,274420,259.24,300,-1,4,1952,5778,1
941021,941021,336.12,312,-1,4,1985,36438,1
16879,16879,353.06,186,-1,4,1976,1643,1
236643,236643,1012.77,100,-1,11,2000,18799,1
1057895,1057895,292.27,123,-1,4,1982,782,1
128858,128858,307.29,517,-1,4,1958,1271,1
146156,146156,18.47,60,-1,7,1983,178,1
570648,570648,12.89,450,-1,2,1989,4290,1
676229,676229,795.57,141,-1,8,1943,761,1
55394,55394,1097.76,294,0,11,1990,1946,1
586448,586448,825.33,331,-1,8,1981,5848,1
98080,98080,1002.61,267,-1,11,1937,67100,1
1043233,1043233,991.22,179,-1,11,1929,1146,1
1139767,1139767,13.12,305,-1,2,1957,139650,1
1017170,1017170,891.66,482,-1,11,1975,566,1
1270688,1270688,318.94,443,-1,4,1933,18760,1
802649,802649,293.46,407,162,4,1995,128715,1
560689,560689,792.23,96,-1,12,1980,1126,1
950365,950365,357.62,423,-1,4,1954,133,1
846744,846744,793.67,136,181,12,1974,1480,1
819645,819645,939.35,389,-1,12,1939,61,1
647714,647714,912.83,262,-1,12,1932,341,1
665514,665514,303.88,328,-1,4,1991,291,1
928961,928961,777.16,333,-1,8,1975,1595797,1
274614,274614,22.57,229,-1,2,1940,493,1
1023355,1023355,247.96,85,-1,6,1990,533,1
778231,778231,100.76,45,-1,1,1986,1186,1
659382,659382,19.17,152,-1,10,1985,12349,1
1211858,1211858,16.38,520,-1,7,1998,17867,1
482289,482289,22.82,294,31,10,1973,635,1
74034,74034,9.39,19,-1,9,1998,166081,1
1101178,1101178,302.18,443,-1,4,1950,104396,1
802444,802444,5.9,70,-1,7,1959,630,1
272829,272829,936.42,262,-1,12,2001,4198,1
21729,21729,417.97,617,157,0,1988,3285,1
690112,690112,306.04,80,-1,4,1949,1274,1
802492,802492,889.38,437,180,12,1959,630,1
604845,604845,738.74,256,-1,8,1963,242803,1
380323,380323,489.58,579,-1,0,1990,1617,1
283732,283732,10.51,181,-1,13,1994,2456,1
719981,719981,907.21,380,-1,12,1963,222,1
429701,429701,895.19,418,213,11,1995,67858,1
837496,837496,670.26,255,-1,8,2004,460,1
209442,209442,928.13,191,-1,11,1984,79008,1
626342,626342,353.88,68,-1,4,1994,22191,1
26443,26443,1022.11,537,-1,11,1960,205,1
681697,681697,7.04,316,-1,2,1964,7987,1
246536,246536,975.74,442,-1,12,1961,736284,1
183589,183589,285.75,418,59,4,1978,158701,1
669880,669880,837.95,54,-1,8,1956,732,1
999363,999363,857.84,324,-1,8,1948,3699,1
63516,63516,291.74,186,-1,4,1986,795,1
689538,689538,835.29,96,-1,12,1991,8830,1
214541,214541,899.06,586,-1,12,1986,4680,1
1063423,1063423,325.55,81,73,4,1982,965,1
268216,268216,1.91,9,-1,13,1956,489,1
438059,438059,849.31,499,36,12,1949,1577385,1
455456,455456,9.46,369,100,2,1965,5354,1
1288493,1288493,18.03,70,-1,7,1972,2401,1
246650,246650,239.8,7,-1,6,1972,53,1
973205,973205,318.43,395,-1,4,1966,128,1
149615,149615,273.41,253,-1,4,1927,16305,1
95670,95670,1010.74,496,39,11,1937,67100,1
971736,971736,9.97,103,-1,13,1977,9521,1
988977,988977,20.94,95,6,5,1985,6951,1
350869,350869,835.45,230,196,8,1961,297,1
974373,974373,20.86,270,79,2,1957,828,1
992755,992755,7.7,578,-1,9,1964,6581,1
1070926,1070926,1188.86,558,103,11,1983,229,1
33626,33626,1049.71,524,-1,11,1939,136895,1
4383,4383,711.66,458,-1,12,1941,1472,1
4740,4740,1254.27,409,-1,11,1988,885,1
959826,959826,24.08,523,-1,10,1977,7155,1
1193029,1193029,750.53,333,-1,8,1977,8269,1
666851,666851,1009.3,567,46,11,1995,203571,1
743121,743121,7.09,215,-1,2,1968,92985,1
585393,585393,1149.92,524,-1,11,1981,5848,1
392972,392972,756.17,412,43,8,1972,55581,1
298378,298378,10.42,438,15,2,1996,564,1
456109,456109,10.84,50,-1,2,1965,5354,1
891945,891945,1074.66,558,103,11,1990,419,1
573880,573880,18.39,421,58,5,1933,1202,1
444935,444935,23.83,117,-1,5,1980,21902,1
64315,64315,713.69,383,-1,12,1986,795,1
4808,4808,14.37,564,35,3,1939,145,1
160533,160533,19.82,468,-1,5,1972,271,1
534327,534327,722.05,448,-1,12,1945,165,1
722376,722376,17.17,346,-1,2,1963,222,1
113001,113001,950.42,383,-1,12,1960,927396,1
1067431,1067431,894.73,402,-1,11,1971,413574,1
83685,83685,18.23,567,164,7,1991,1213,1
981412,981412,20.53,34,-1,7,1974,71485,1
622185,622185,137.86,194,84,1,1952,4603,1
995756,995756,355.09,517,-1,4,1971,753116,1
1189781,1189781,313.6,634,-1,4,1974,1195,1
969397,969397,947.02,241,-1,11,1990,137,1
53855,53855,22.48,457,199,7,1977,399,1
1288433,1288433,283.38,12,-1,4,1978,1988,1
522268,522268,1111.31,482,-1,11,1982,143,1
1180117,1180117,960.73,557,-1,11,1985,928,1
120052,120052,492.84,474,-1,0,1973,302,1
475809,475809,15.89,571,3,3,1956,239,1
971782,971782,17.76,39,108,10,1977,9521,1
1135057,1135057,313.59,68,-1,4,1961,258,1
728358,728358,1033.34,224,-1,11,1966,680,1
1199830,1199830,10.96,399,2,13,1962,5908,1
612529,612529,1050.84,482,-1,11,1977,33917,1
1229018,1229018,9.75,316,-1,2,1994,5341,1
1102663,1102663,1043.87,611,70,12,1950,104396,1
554349,554349,317.72,253,-1,4,1980,1126,1
364579,364579,18.52,243,14,5,1971,2379,1
353194,353194,903.51,28,53,11,1961,297,1
15061,15061,1006.34,319,-1,11,1955,355,1
114068,114068,914.49,165,-1,11,1960,927396,1
215076,215076,307.42,300,-1,4,1976,1022298,1
230850,230850,277.2,89,-1,4,1964,191096,1
1065890,1065890,19.36,1,-1,10,1986,1530,1
337408,337408,329.36,23,-1,4,1991,69,1
708181,708181,716.09,286,-1,8,1957,2601,1
52514,52514,1129.56,136,181,12,1972,922,1
809702,809702,777.62,383,-1,12,1995,128715,1
1189759,1189759,845.67,521,9,11,1973,4471,1
321377,321377,320.65,328,-1,4,1979,321,1
1059788,1059788,858.02,77,-1,9,1986,1530,1
638174,638174,891.35,209,105,12,1957,151022,1
979153,979153,862.12,437,180,12,1974,71485,1
297479,297479,1113.44,598,-1,12,1974,1810,1
116260,116260,19.38,417,-1,10,1979,172247,1
460771,460771,776.62,466,64,12,1944,1165,1
1270655,1270655,1052.92,459,-1,12,1933,18760,1
774738,774738,18.72,480,-1,5,1976,313,1
654215,654215,1145.91,524,-1,11,1941,369,1
1184182,1184182,8.42,145,25,2,1973,4471,1
1186470,1186470,18.31,645,-1,5,1993,15623,1
325095,325095,852.22,476,183,11,1984,85,1
344583,344583,968.96,380,-1,12,1990,217,1
81950,81950,330.72,434,-1,4,1931,397,1
2546,2546,7.03,153,-1,2,1988,885,1
1291337,1291337,291.1,186,-1,4,1959,13061,1
181421,181421,403.93,575,-1,6,1965,1478,1
165402,165402,621.8,109,-1,0,1948,463,1
514827,514827,11.73,171,-1,2,1999,895,1
344490,344490,22.16,350,194,7,1990,217,1
110107,110107,800.75,485,-1,9,1991,520,1
101715,101715,21.55,509,65,5,1993,2691,1
296433,296433,799.74,28,93,12,1989,341043,1
125848,125848,774.74,48,5,12,1958,1271,1
656738,656738,457.21,273,-1,0,1997,230,1
910257,910257,20.86,463,-1,2,1941,471,1
1218673,1218673,939.8,209,105,12,1962,153,1
773224,773224,368.78,68,-1,4,1977,4726,1
308896,308896,857.79,496,39,11,1993,19408,1
772965,772965,10.89,381,-1,13,1977,4726,1
67379,67379,1036.91,329,-1,11,1968,4299,1
952982,952982,839.41,424,-1,8,1965,4664,1
98001,98001,1091.47,164,-1,11,1925,4431,1
197132,197132,990.74,615,119,12,1965,1791,1
1071009,1071009,14.52,16,-1,3,1963,2054,1
274859,274859,11.34,478,83,2,1934,12486,1
1148839,1148839,278.37,300,-1,4,1967,1022298,1
965070,965070,278.65,469,-1,4,1975,1841,1
979290,979290,282.42,342,-1,4,1998,4542,1
709960,709960,8.95,71,-1,2,1989,1078,1
909174,909174,313.53,447,-1,4,1934,181438,1
598388,598388,23.06,160,-1,7,1979,1019,1
661999,661999,750.82,448,-1,12,1993,15269,1
616233,616233,134.72,315,134,1,1993,5216,1
45410,45410,999.45,442,-1,12,1971,1943,1
212047,212047,8.4,633,-1,9,1978,5196,1
29254,29254,319.37,374,205,4,1997,2408,1
962294,962294,301.77,253,-1,4,1975,1841,1
59716,59716,297.47,374,205,4,1980,686,1
1009872,1009872,1045.4,396,-1,8,1968,413574,1
211106,211106,988.04,514,-1,12,1942,46944,1
553886,553886,1079.99,6,33,11,1953,1831,1
1182326,1182326,392.35,342,-1,4,1993,15623,1
676361,676361,18.96,238,85,5,1961,5451,1
49909,49909,666.7,449,178,8,1962,2906700,1
534950,534950,9.15,413,-1,3,1961,237282,1
713305,713305,10.12,260,-1,13,1961,38912,1
1162861,1162861,297.4,184,113,4,1930,190178,1
1027606,1027606,320.41,512,-1,4,1971,31515,1
74634,74634,285.18,18,-1,4,1996,12626,1
603725,603725,283.29,342,-1,4,1955,1179,1
1248560,1248560,1088.48,537,-1,11,1976,19054,1
814889,814889,338.03,300,-1,4,1939,61,1
1186435,1186435,47.91,39,108,10,1958,1414,1
890083,890083,319.76,312,-1,4,1957,118,1
220639,220639,289.02,23,-1,4,1948,2971,1
151644,151644,298.33,184,113,4,1967,673342,1
24070,24070,121.62,314,179,1,1935,73,1
757209,757209,959.09,462,-1,11,1964,23045,1
713337,713337,5.44,60,-1,7,1961,597,1
1248571,1248571,287.38,536,13,4,1991,1654,1
71934,71934,284.58,226,69,4,1996,12626,1
1056913,1056913,16.44,148,-1,2,1956,759,1
444906,444906,17.95,647,-1,10,1980,21902,1
38263,38263,16.1,73,-1,7,1986,50835,1
376565,376565,903.44,209,105,12,1990,1617,1
815181,815181,9.42,291,-1,13,1939,61,1
693854,693854,11.39,97,-1,2,1980,124967,1
939291,939291,923.03,25,-1,11,1995,2607,1
126734,126734,307.27,58,-1,4,1942,140,1
341307,341307,890.74,408,-1,12,1991,69,1
113263,113263,8.9,578,-1,9,1979,172247,1
340532,340532,265.37,343,-1,6,1991,69,1
395807,395807,768.84,449,178,8,1945,2290,1
1056631,1056631,20.68,610,-1,5,1978,565,1
83712,83712,18.79,537,-1,5,1964,5577,1
4654,4654,942.62,164,-1,11,1988,885,1
990962,990962,962.61,323,-1,12,1964,6581,1
1069111,1069111,322.67,81,73,4,1966,653,1
1011244,1011244,959.62,576,-1,11,1968,413574,1
1051063,1051063,243.63,315,74,6,1972,343,1
1288378,1288378,882.62,223,212,11,1978,1988,1
1111050,1111050,9.36,584,-1,2,1966,4913,1
19679,19679,278.32,335,-1,4,1971,277,1
288000,288000,1041.69,223,212,11,1926,4845,1
89236,89236,114.15,300,-1,1,1971,1089,1
721036,721036,300.69,395,-1,4,1963,222,1
737071,737071,278.84,395,-1,4,1966,640470,1
83830,83830,352.48,566,-1,4,1931,397,1
71941,71941,911.75,336,-1,8,2001,272,1
772133,772133,8.09,581,45,2,1977,4726,1
984878,984878,893.46,462,-1,11,1951,8512,1
1051250,1051250,753.33,278,175,8,1967,530,1
896947,896947,107.36,2,-1,1,1976,190249,1
773179,773179,304.2,293,-1,4,1957,759,1
1228157,1228157,896.22,230,196,8,1976,2054,1
65991,65991,929.06,267,-1,11,1929,52126,1
924718,924718,802.49,309,-1,8,1960,214518,1
225407,225407,1065.52,187,38,11,1969,663,1
429677,429677,829.43,164,-1,11,1954,1909,1
26414,26414,20.09,1,-1,10,1988,3285,1
114593,114593,19.36,509,65,5,1979,172247,1
427357,427357,746.45,396,-1,8,1966,1925,1
686108,686108,19.92,646,23,2,1962,754,1
996884,996884,1009.11,640,167,11,1971,753116,1
1164144,1164144,772.98,364,138,8,1955,207,1
64606,64606,309.02,536,13,4,1959,198,1
1142572,1142572,280.21,184,113,4,1957,139650,1
1186499,1186499,7.25,522,-1,9,1970,3661,1
869433,869433,14.02,369,100,2,1975,5548,1
1035678,1035678,1201.24,327,19,11,1971,2036,1
1268406,1268406,872.07,191,-1,11,1933,18760,1
267243,267243,17.38,100,-1,5,1976,641349,1
822239,822239,12.93,450,-1,2,1972,5901,1
51237,51237,138.51,17,-1,1,1986,601723,1
38165,38165,330.24,374,205,4,1967,344,1
1150610,1150610,323.13,536,13,4,1936,20133,1
147867,147867,315.49,138,-1,4,1954,4778,1
109708,109708,968.56,408,-1,12,1962,3862,1
1191912,1191912,771.49,141,-1,8,1954,17081,1
356621,356621,1082.07,319,-1,11,1997,973849,1
602955,602955,302.98,535,184,4,1941,172817,1
1178538,1178538,1018.9,191,-1,11,1985,928,1
530879,530879,790.55,486,118,8,1940,1363,1
695310,695310,921.25,486,118,8,1932,84861,1
279729,279729,827.78,448,-1,12,1954,337,1
24023,24023,896.28,557,-1,11,1982,4729,1
95777,95777,659.33,527,-1,8,1996,121,1
760906,760906,128.06,338,-1,1,1985,224256,1
745115,745115,310.66,535,184,4,1968,744,1
383899,383899,207.35,178,-1,6,1984,21134,1
570698,570698,324.74,570,-1,4,1970,710,1
328733,328733,856.89,14,182,12,1964,275,1
1210312,1210312,10.74,450,-1,2,1998,17867,1
1255432,1255432,672.46,527,-1,8,1960,1241364,1
834627,834627,280.61,12,-1,4,2004,460,1
28000,28000,314.78,434,-1,4,1997,4653,1
1150401,1150401,977.7,352,24,11,1941,172247,1
1040701,1040701,802.05,32,-1,8,1988,167,1
1173751,1173751,867.54,119,152,12,1955,4677,1
619515,619515,769.73,333,-1,8,1952,4603,1
975620,975620,1080.62,366,-1,11,1966,128,1
344797,344797,8.93,92,159,2,2005,267,1
244723,244723,1125.96,557,-1,11,1970,190,1
1219193,1219193,8.31,546,-1,3,1931,2807,1
115006,115006,7.86,231,-1,9,1979,172247,1
52459,52459,474.24,0,-1,0,1989,2368,1
657223,657223,360.54,342,-1,4,1941,369,1
1132779,1132779,693.52,43,63,12,1988,4573,1
81540,81540,18.96,22,-1,2,1931,397,1
1222894,1222894,850.84,272,-1,12,1978,341,1
92845,92845,916.56,61,-1,12,1951,47,1
781103,781103,814.58,324,-1,8,1957,837792,1
155723,155723,1054.8,32,-1,8,1999,1439,1
878960,878960,390.9,254,72,4,1987,2303,1
762767,762767,307.3,342,-1,4,1995,3228,1
95740,95740,9.15,83,163,13,1996,121,1
783571,783571,49.96,630,-1,9,1967,301,1
230693,230693,872.94,100,-1,11,1964,191096,1
858796,858796,916.74,183,-1,11,2000,111,1
1052388,1052388,813.03,603,-1,8,1968,64438,1
1009592,1009592,1010.53,626,116,12,1968,413574,1
455480,455480,7.66,472,54,2,1965,5354,1
297716,297716,12.11,438,15,2,1996,564,1
718360,718360,6.87,585,-1,9,1970,2526,1
1219002,1219002,973.54,557,-1,11,1950,331,1
35853,35853,797.87,442,-1,12,1996,31394,1
126077,126077,316.98,634,-1,4,1985,35439,1
1051212,1051212,1067.57,347,195,11,1984,13602,1
288609,288609,852.16,455,-1,12,1926,4845,1
768631,768631,319.09,253,-1,4,1997,276896,1
351187,351187,263.15,225,-1,4,1997,973849,1
1173920,1173920,893.57,418,213,11,1955,4677,1
239836,239836,336.71,395,-1,4,1967,1725,1
783745,783745,1086.87,418,213,11,1928,1063,1
1051203,1051203,795.98,408,-1,12,1967,530,1
97972,97972,846.25,558,103,11,1969,568,1
1065937,1065937,464.19,185,-1,0,1971,413574,1
412273,412273,492.51,36,-1,0,1974,100,1
475169,475169,313.38,123,-1,4,1956,239,1
921677,921677,325.43,68,-1,4,1927,104,1
31831,31831,300.05,407,162,4,1939,136895,1
139468,139468,348.72,293,-1,4,1985,94014,1
641497,641497,1002.36,352,24,11,1957,151022,1
603575,603575,18.38,353,-1,10,1970,34496,1
1052996,1052996,991.36,504,16,11,1993,970,1
651413,651413,983.04,558,103,11,1962,6629,1
835904,835904,18.47,192,-1,7,1972,1760,1
1010704,1010704,796.29,442,-1,12,1960,1923,1
1203157,1203157,307.86,23,-1,4,1966,516,1
1222826,1222826,632.4,286,-1,8,1931,2807,1
799156,799156,908.57,54,-1,8,1959,630,1
326711,326711,1067.64,461,-1,11,1964,275,1
75343,75343,20.25,363,-1,10,1967,641349,1
885022,885022,15.84,422,-1,3,1970,805,1
1288647,1288647,331.74,502,12,4,1961,320,1
590632,590632,963.64,38,-1,12,1945,4005,1
705016,705016,1115.39,165,-1,11,1952,1263321,1
459235,459235,867.53,278,175,8,1997,165556,1
1036743,1036743,21.25,247,-1,10,1971,2036,1
85974,85974,949.57,14,182,12,1964,5577,1
112992,112992,15.86,60,-1,7,1991,520,1
1208775,1208775,986.7,237,-1,12,1980,504,1
676286,676286,906.52,134,-1,12,1961,5451,1
1166677,1166677,283.24,292,-1,4,2000,28425,1
292325,292325,328.67,536,13,4,1958,1196,1
938054,938054,1029.2,640,167,11,1995,2607,1
1208841,1208841,876.21,125,-1,12,1967,92337,1
535550,535550,317.05,434,-1,4,1961,237282,1
204862,204862,799.11,527,-1,8,1968,1565,1
173071,173071,1048.63,197,147,11,1997,10295,1
209638,209638,296.69,443,-1,4,1976,2142,1
209417,209417,683.14,133,-1,8,1984,79008,1
1295108,1295108,1064.44,280,-1,11,1959,13061,1
514237,514237,807.23,521,9,11,1999,895,1
1162892,1162892,286.2,634,-1,4,1940,4593,1
33368,33368,997.62,187,38,11,1960,24840,1
491185,491185,1125.1,371,68,11,1987,16163,1
679833,679833,930.15,324,-1,8,1995,1595797,1
827648,827648,5.99,64,-1,9,1972,5901,1
689219,689219,1097.8,462,-1,11,1956,263,1
34239,34239,10.34,581,45,2,1996,31394,1
